,Deal,Description,Episode,Category,Entrepreneurs,Location,Website,Amount Asked For,Exchange For Stake,Valuation,Season,Shark 1,Shark 2,Shark 3,Shark 4,Shark 5,Title,Episode-Season,Multiple Entreprenuers,Episode Code,Pitched Business Description,Deal Status,Shark(s) That Made a Deal
0,False,Bluetooth device implant for your ear.,1.0,Novelties,Darrin Johnson,"St. Paul, MN",,"$1,000,000.00",15.00%,"$6,666,667.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Ionic Ear,1-1,False,101.0,an implantable Bluetooth device requiring surgery to insert the device into the user's head . an implantable Bluetooth device requiring surgery into your head,No Deal Made,
1,True,Retail and wholesale pie factory with two retail locations in New Jersey.,1.0,Specialty Food,Tod Wilson,"Somerset, NJ",http://whybake.com/,"$460,000.00",10.00%,"$4,600,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Mr. Tod's Pie Factory,1-1,False,101.0,a pie company ,Deal Made,BC+DJ
2,True,Ava the Elephant is a godsend for frazzled parents of young children everywhere. This talking medicine dispenser makes it easy to administer medicine to little ones by turning the experience more playful and by providing positive reinforcement.,1.0,Baby and Child Care,Tiffany Krumins,"Atlanta, GA",http://www.avatheelephant.com/,"$50,000.00",15.00%,"$333,333.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Ava the Elephant,1-1,False,101.0," (Emmy the Elephant during show, trademarked as Ava after) a plastic elephant-shaped device that helps parents give small children oral medicine . (Emmy the Elephant during show, trademarked as Ava after) a plastic elephant shaped device that lets parents easily give small children oral medicine",Deal Made,BC
3,False,"Organizing, packing, and moving services delivered by college women.",1.0,Consumer Services,"Nick Friedman, Omar Soliman","Tampa, FL",http://collegehunkshaulingjunk.com/,"$250,000.00",25.00%,"$1,000,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,College Foxes Packing Boxes,1-1,False,101.0,a packing and organizing service based on an already successful business called College Hunks Hauling Junk . a spinoff professional packing and organizing service based on an already successful junk removal and moving business called College Hunks Hauling Junk,No Deal Made,
4,False,Interactive media centers for healthcare waiting rooms offering patients web access and educational information.,1.0,Consumer Services,Kevin Flannery,"Cary, NC",http://www.wispots.com/,"$1,200,000.00",10.00%,"$12,000,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Wispots,1-1,False,101.0,an electronic hand-held device for waiting rooms . an electronic hand-held device for waiting rooms,No Deal Made,
5,True,"One of the first entrepreneurs to pitch on Shark Tank, Susan Knapp presented A Perfect Pear, her line of pear-focused gourmet food products. Sold across 650 retail stores, the Perfect Pear product portfolio includes jams, jellies, spreads, tapenades, vinegars, marinades, dressings and many others, all designed to showcase the flavors and health benefits of pears.",2.0,Specialty Food,Susan Knapp,"Napa Valley, CA",http://www.aperfectpear.com,"$500,000.00",15.00%,"$3,333,333.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,A Perfect Pear,1-2,False,102.0,a gourmet food business . a gourmet food business,Deal Made,RH
6,False,A mixed martial arts clothing line looking to become the next big brand of active sports / streetwear apparel.,2.0,Men and Women's Apparel,Craig French,"Hollywood, CA",http://crookedjawfashions.com/,"$200,000.00",20.00%,"$1,000,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Crooked Jaw,1-2,False,102.0,a mixed martial arts clothing line . a mixed martial arts clothing line,No Deal Made,
7,False,"Attach Noted is a detachable ""arm"" that holds Post-It notes on the side of a laptop screen.",2.0,Productivity Tools,Mary Ellen Simonson,"Gardena, CA",http://www.attachnoted.com/,"$100,000.00",20.00%,"$500,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Attach Noted,1-2,False,,,,
8,False,A safety device for seatbelts. It prevents the driver from starting the vehicle unless the seatbelt is buckled.,2.0,Automotive,Robert Alison,"Las Vegas, NV",http://www.nobucklenostart.com/,"$500,000.00",10.00%,"$5,000,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Lifebelt,1-2,False,102.0,a device that prevents the car from starting without the seat belt being fastened . a device that prevents the car from starting without the seat belt being fastened,No Deal Made,
9,True,An educational record label and publishing house designed to get students into learning about classic works of literature.,2.0,Education,Mark Furigay,"Chicago, IL",,"$250,000.00",10.00%,"$2,500,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Classroom Jams,1-2,False,102.0,a musical way to teach students Shakespeare . Who hasnâ€™t had to study Shakespeare? Marc Furigay created Classroom Jams â€“ a musical way to teach Shakespeare to high school kids. What better way to learn Ye Olde English than with music. And he get a deal with ALL the Sharks!,Deal Made,BC+DJ+KOL+RH
10,True,"A battery-operated cooking device that siphons juice, has a silicone basting brush and an injector tip for marinades.",3.0,Kitchen Tools,Marian Cruz,"San Francisco, CA",,"$35,000.00",35.00%,"$100,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Turbobaster,1-3,False,103.0,a cooking device for basting ,Deal Made,Others
11,False,Household items with a twist: made from recycled chopsticks.,3.0,Kitchen Tools,Brian Parks,"Eugene, OR",http://www.chopstickart.com/,"$100,000.00",10.00%,"$1,000,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Kwytza Chopstick Art,1-3,False,,,,
12,True,A line of books written to help children find inner calm.,3.0,Baby and Child Care,Lori Lite,"Marietta, GA",http://www.stressfreekids.com,"$250,000.00",20.00%,"$1,250,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Stress Free Kids,1-3,False,103.0,a line of books that use stress relieving techniques to calm kids to sleep . a line of books that use stress relieving techniques to calm kids to sleep,Deal Made,BC
13,False,"Guitars with a folding neck, designed to fit into a backpack or an overhead compartment on an airplane.",3.0,Music,Jeff and Josh Cohen,"Livermore, CA",http://www.voyageairguitar.com/,"$500,000.00",5.00%,"$10,000,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Voyage Air Guitar,1-3,True,103.0,a guitar design that folds the guitar into a backpack . a guitar design that folds the guitar into a backpack,No Deal Made,
14,False,"50 State Capitals in 50 Fun Minutes is the most efficient and entertaining method to learn about US geography. This set of flash cards combines phonetics, cartoons, and associations to keep kids' interest and drive long-term learning and retention. Author Ken Bradford worked closely with public and private school teachers to develop this fun and satisfying study aide.",3.0,Education,Ken Bradford,"Dallas, TX",http://www.amazon.com/50-State-Capitals-Fun-Minutes/dp/0967970822,"$155,000.00",10.00%,"$1,550,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,50 State Capitals in 50 Minutes,1-3,False,,,,
15,False,A franchise-model company offering professional graffiti removal.,4.0,Professional Services,Paul Watts,"Portland, OR",http://removegraffiti.net/,"$350,000.00",15.00%,"$2,333,333.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Graffiti Removal Services,1-4,False,104.0,a graffiti removal service franchise ,No Deal Made,
16,True,"Coverplay is a slipcover for children's play yards. Much like a mattress, play yards can't be laundered, yet babies and children spend lots of time in them, so you can guess what that leads to. Coverplay to the rescue! Fitting snugly over most standard size play yards, Coverplay offers a quick solution to add another layer of protection between your child and the germ-harboring surface of the play yard. Made of 95% cotton and 5% Lycra, Coverplay is machine-washable and easy to maintain. Indeed, throwing a Coverplay slipcover into the wash is much easier than trying to remove a spill that's gone directly onto the play yard. With their bright and stylish designs, they'll also make any play yard look as good as new.",4.0,Baby and Child Care,Amy Feldman and Allison Costa,"Los Angeles, CA",http://www.coverplayard.com/,"$350,000.00",15.00%,"$2,333,333.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Coverplay,1-4,True,104.0,a slip cover for children's travel play yards ,Deal Made,BC
17,False,"A company that owns the trademarks for the words ""Coffee,"" ""Cappuccino,"" ""Java"" and other highly-caffeinated words for use on plush toys.",4.0,Novelties,Dan Claffey,"Dayton, OH",,"$300,000.00",40.00%,"$750,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Coffee Brand Gifts,1-4,False,104.0,on plush toys . a company that holds the patents to put the words,No Deal Made,
18,True,A web-based company that buys back and sells some of the 10% of all unused gift cards each year in the U.S.,4.0,Online Services,Kwami Kuadey,"Columbia, MD",http://www.giftcardrescue.com,"$150,000.00",30.00%,"$500,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Gift Card Rescue,1-4,False,104.0,a web site that buys and resells unused gift cards . a web site that buys and resells unused gift cards,Deal Made,KOL+RH
19,False,Inspirational gifts and accessories such as colorful umbrellas and sandals that leave messages in the sand.,4.0,Women's Accessories,Gina Catroneo,"Dallas, TX",,"$150,000.00",25.00%,"$600,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Soul's Calling,1-4,False,104.0,a line of inspirational accessories and gift items ,No Deal Made,
20,True,An online journaling service focused on facilitating users' progress towards achieving and maintaining their emotional well-being.,5.0,Online Services,Rodolfo and Alexis Saccoman,"Miami, FL",http://www.mytherapyjournal.com,"$80,000.00",20.00%,"$400,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,My Therapy Journal,1-5,True,105.0,a web site that allows people to write in a journal and gauge their emotional state . a web site that allows people to write in a journal and gauge their emotional state,Deal Made,KOL+RH
21,False,"Granola Gourmet offers a line of granola bars that diabetics can safely enjoy. Unlike most granola bars on the market, Granola Gourmet's bars have a low glycemic index. Having a low glycemic index means that they are less prone to causing spikes in blood sugar, which aren't good for anybody and especially damaging for diabetics. Granola Gourmet's bars are made with ingredients that naturally have a low glycemic index, so they release their carbohydrates slowly into the bloodstream. Granola Gourmet products have been tested by GI Labs, which developed the glycemic index concept. They Ultimate Fudge Brownie bar has a glycemic index of just 23, well below the threshold to be considered low glycemic.",5.0,Specialty Food,Jeff Cohen,"Los Angeles, CA",http://www.granolagourmet.com/,"$175,000.00",25.00%,"$700,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Granola Gourmet,1-5,False,105.0,a line of granola bars that diabetics can eat . a line of granola bars that diabetics can eat,No Deal Made,
22,True,A fitness machine with a series of bands of varying weights to make pushups easier.,5.0,Fitness Equipment,Cactus Jack,"Ames, IA",,"$180,000.00",20.00%,"$900,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Body Jac,1-5,False,105.0,a fitness machine to make pushups easier . a fitness machine to make pushups easier,Deal Made,BC
23,False,"A funeral concierge service that writes the eulogy, officiates the funeral service and handles all the post-funeral family gatherings.",5.0,Consumer Services,Rikki Farrar,"Philadelphia, PA",,"$50,000.00",25.00%,"$200,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Good Grief Celebrations,1-5,False,105.0,a funeral concierge service . a funeral concierge service,No Deal Made,
24,False,A line of surgical masks designed to be more fashionable and fun.,5.0,Novelties,Irena Blok,"San Francisco, CA",,"$50,000.00",30.00%,"$166,667.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Creative Blok,1-5,False,,,,
25,False,Sports bras engineered to work with a woman's body based on the activity she enjoys.,6.0,Undergarments and Basics,Kimberly Cayce,"Charlotte, NC",http://www.activewearusa.com/store/pc/Kalyx-Sport-Bras-c824.htm,"$125,000.00",20.00%,"$625,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Kalyx,1-6,False,106.0,a line of sports bras ,No Deal Made,
26,True,"Made-to-order energy bars made with whole, natural ingredients. Customers can choose the ingredients that go into their highly personalized bars.",6.0,Specialty Food,Jonathan Miller,"Chicago, IL",http://www.elementbars.com/,"$150,000.00",15.00%,"$1,000,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Element Bars,1-6,False,106.0,"a company that manufactures custom energy bars . Element Bars Custom Whole Food Bars lets you create your own custom energy bar by selecting the natural ingredients you prefer. The organic ingredients are hand selected and only the highest of quality make the cut. Element Bars are healthy and taste absolutely delicious. Choose your core granola flavor, fruits, nuts, sweets, boosts and name your bar what you want today!",Deal Made,Others
27,False,"Pitched as a ""root beer float in a bottle"".",6.0,Non-Alcoholic Beverages,David Chodosh,"Manhattan, CA",http://www.icecreamfizz.com/,"$150,000.00",25.00%,"$600,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,The Fizz,1-6,False,106.0,a reinvention of the root beer float that screws onto soda bottles . a reinvention of the root beer float that screws onto soda bottles,No Deal Made,
28,True,Sells award-winning barbecue spice and rub products.,6.0,Specialty Food,Heath Hall and Brett Thompson,"Alexandria, VA",http://porkbarrelbbq.com/,"$50,000.00",10.00%,"$500,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Pork Barrel BBQ,1-6,True,106.0,a barbecue sauce and spice rub . a new brand of barbecue sauce and spice rub. award winning sample pack.,Deal Made,BC
29,False,"Underwear designed to minimize the odor of flatulence, made of airtight material with elastic around the legs and a filter in the back.",6.0,Undergarments and Basics,Buck and Arlene Weimer,"Pueblo, CO",http://under-tec.com/,"$55,000.00",25.00%,"$220,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Charcoal Underwear,1-6,True,,,,
30,False,A fitness program fusing dance routines.,7.0,Fitness Programs,Dedelle Parra (now Dede Barbanti) and Kathy Lamm,"Ladera Ranch, CA",http://www.bbxinc.com/,"$700,000.00",70.00%,"$1,000,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Boogie Box Fitness,1-7,True,107.0,"aerobics fitness programs, classes, and DVDs . a line of new aerobics fitness programs, classes and DVDs",No Deal Made,
31,False,Concept for a live entertainment and amusement attraction in the Times Square area with five venues featuring restaurants and entertainment.,7.0,Entertainment,Todd Robbins and David Adamovich,"New York, NY",,"$300,000.00",20.00%,"$1,500,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,The Fun House Project,1-7,True,,,,
32,True,Stainless steel identifying charms that you stick in your food before you grill.,7.0,Kitchen Tools,Leslie Haywood,"Charleston, SC",http://www.grillcharms.com,"$50,000.00",25.00%,"$200,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Grill Charms,1-7,False,107.0,stainless steel tags that identify different cooking specifications of various meats when on the grill . stainless steel tags that identify different cooking specifications of various meats when on the grill,Deal Made,RH
33,True,"A wheat-free soy-based modeling clay, designed for children with wheat allergies.",7.0,Toys and Games,Sawyer Sparks,"Bloomfield, IN",http://www.soy-yer.com/,"$125,000.00",25.00%,"$500,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Soy-Yer Dough,1-7,False,,,,
34,False,"A company selling socks in ""pairs"" of three instead of two, aiming to preempt the problem of the missing sock.",8.0,Undergarments and Basics,Edwin Heaven,"San Francisco, CA",http://www.throx.com,"$50,000.00",25.00%,"$200,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Throx,1-8,False,108.0,a company that sells socks in sets of threes . a company that sells socks in sets of threes,No Deal Made,
35,False,Fashion accessories company focused on its unique hardware buckles and belts.,8.0,Fashion Accessories,Danon Beres,"Huntington Beach, CA",,"$500,000.00",25.00%,"$2,000,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Washed Up Hollywood,1-8,False,108.0,a belt and belt buckle manufacturer . a belt and belt buckle manufacturer,No Deal Made,
36,True,A web site that allows college students to buy and sell class notes and study guides.,8.0,Online Services,D.J. Stephan and Sean Conway,"San Francisco, CA",http://www.notehall.com,"$90,000.00",10.00%,"$900,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Notehall,1-8,True,108.0,a website that buys and sells college class notes and study guides . a website that buys and sells college class notes and study guides,Deal Made,BC
37,True,Kids' organizers that look like stuffed animals for children.,8.0,Toys and Games,Lisa Lloyd,"San Jose, CA",,"$150,000.00",20.00%,"$750,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Treasure Chest Pets,1-8,False,108.0,an organizer for children designed like a stuffed toy . an organizer for children designed like a stuffed toy,Deal Made,BC+DJ
38,True,Women's apparel specially designed for sizes 12 to 18.,9.0,Women's Apparel,Gayla Bentley,"Houston, TX",http://www.gaylabentley.com/,"$250,000.00",20.00%,"$1,250,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Gayla Bentley Fashion,1-9,False,109.0,a fashion line for women over size 12 . a fashion line for women over size 12,Deal Made,BC+DJ
39,False,A virtual reality locomotion simulator.,9.0,Electronics,Ray Latypov and Jim Dimascio,"Binghampton, NY",http://www.virtusphere.com/,"$1,500,000.00",10.00%,"$15,000,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,VirtuSphere,1-9,True,109.0,"a large sphere one can walk in to experience virtual reality environments . a large sphere used in simulating environments, which can be used in military training or for entertainment purposes",No Deal Made,
40,True,"A healthier line of carbonated beverages featuring organic ingredients, vitamins, antioxidants, and just 85 calories per can.",9.0,Non-Alcoholic Beverages,Dan Mackey,"Sausalito, CA",http://www.chillsoda.com/,"$50,000.00",10.00%,"$500,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Chill Soda,1-9,False,109.0,a healthy soda ,Deal Made,BC
41,False,Probiotic food for dogs and cats.,9.0,Pet Products,Dr. Geoffrey Broderick and Kristina Broderick,"Huntington, NY",http://www.cornucopiapetfoods.com/,"$300,000.00",15.00%,"$2,000,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Cornucopia,1-9,True,109.0,a veterinarian who created pet food he claims could extend a pet's life ,No Deal Made,
42,False,Custom-made bobblehead dolls.,10.0,Toys and Games,Jeff Wolsky,"Tampa, FL",http://www.webobble.com/,"$75,000.00",18.00%,"$416,667.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,The Bobble Place,1-10,False,111.0,a custom bobble head doll company . a custom bobble head doll company,No Deal Made,
43,True,"A faux golf club that looks like a 7 iron but conceals a urine reservoir, for those times golfers need to relieve themselves but there is not a restroom nearby.",10.0,Golf Products,Dr. Floyd Seskin,"Miami, FL",http://www.uroclub.com/,"$25,000.00",51.00%,"$49,020.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Uroclub,1-10,False,111.0,a urologist who created a solution to bladder problems on a golf course ,Deal Made,Others
44,True,An online service allowing high school athletes and their parents to profile their skills to market themselves to colleges.,10.0,Online Services,Brian Duggan and Adam McCombs,"Chicago, IL",http://www.jumpforward.com/,"$150,000.00",10.00%,"$1,500,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Jump Forward,1-10,True,111.0,a technological solution for sports recruiting from high school to college . a technological solution for sports recruiting from high school to college,Deal Made,KOL+RH
45,False,A protective covering for MP3 players and similar devices.,10.0,Electronics,Sandy Hyun and Roman Pietrs,"New York, NY",,"$50,000.00",25.00%,"$200,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Mr. Poncho,1-10,True,111.0,a poncho for mobile devices to avoid tangled headphones . a poncho created for iPhones and Blackberries as a solution to tangled headphones,No Deal Made,
46,False,"A printer ink refill service. They send the customer a backup ink cartrige to start with. Any time the customer runs out of ink, they send the dry cartridge back to Ink Flip, while they use the replacement cartridge. Ink Flip replaces the dry cartridge with a full one. The cycle repeats when the next cartridge runs out.",11.0,Electronics,Andy Sperry,"Franklin, TN",http://www.inkflip.com/,"$150,000.00",20.00%,"$750,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Ink Flip,1-11,False,112.0,a mail-order printer ink refill service . a mail-order printer ink refill service,No Deal Made,
47,False,A chain of children's play and learning centers.,11.0,Baby and Children's Entertainment,Michael and Babz Barnett,"Blacksburg, VA",http://www.rompnroll.com/,"$300,000.00",10.00%,"$3,000,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Romp N' Roll,1-11,True,,,,
48,True,Salad dressings using a tasty blend of all-natural spices and seasonings.,11.0,Specialty Food,Dorene Humason,"Folsom, CA",http://chefinblack.com/,"$50,000.00",10.00%,"$500,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,The Chef in Black,1-11,False,112.0,a dried Chinese salad dressing ,Deal Made,BC
49,False,A portable golf ball cleaner.,11.0,Golf Products,"Alfonzo Dowe, Sr.","Lovejoy, GA",http://www.thetwistercleaner.com/,"$85,000.00",40.00%,"$212,500.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Twister Cleaner,1-11,False,,,,
50,True,Designer helmets. The company owns a utility patent to place 3D designs on motorcycle helmets as well as any other kind of sporting helmet.,11.0,Outdoor Recreation,Marix Stone and Dr. Nancy Tanchel,"Philadelphia, PA",http://www.hellsbellscustoms.com/,"$500,000.00",20.00%,"$2,500,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Hells Bells Helmets,1-11,True,,,,
51,False,An ethical and eco-friendly apparel brand.,12.0,Men and Women's Apparel,Nate Berkopec,"New York, NY",,"$30,000.00",20.00%,"$150,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,The Factionist,1-12,False,113.0,an environmentally friendly T-shirt line . an environmentally friendly T-shirt line,No Deal Made,
52,True,Individually-packaged degreasing cleaning wipes formulated for cyclists to easily remove grease and grime from working on bicycles.,12.0,Outdoor Recreation,Tim Stansbury and Erin Whalen,"Austin, TX",http://www.greasemonkeywipes.com/,"$40,000.00",40.00%,"$100,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Grease Monkey Wipes,1-12,True,113.0,more effective cleaning and degreasing wet wipes . more effective cleaning and degreasing wet wipes,Deal Made,BC+RH
53,False,A face-down tanning and massage pillow with storage pockets.,12.0,Novelties,Anthony and Tina Calvert,"Santee, CA",http://www.podillow.com/,"$250,000.00",33.00%,"$757,576.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Podillow,1-12,True,113.0,a more comfortable tanning and massage pillow ,No Deal Made,
54,False,A store designed for kids to do the shopping.,12.0,Baby and Children's Entertainment,Kimberly and Matthew Foley,"Hawthorne, NJ",,"$200,000.00",30.00%,"$666,667.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Wee Can Shop,1-12,True,113.0,a gift shop for children . a gift shop for children,No Deal Made,
55,True,A way to save the lipstick that gets stuck at the bottom of the tube.,13.0,Personal Care and Cosmetics,Jill Quilln,"Knoxville, TN",http://www.lipstixremix.com/,"$105,000.00",30.00%,"$350,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Lipstix Remix,1-13,False,114.0,a lipstick mold that combines used lipsticks into a new stick . a lipstick mold that combines used lipsticks into a new stick,Deal Made,BC+DJ
56,False,A mobile novelty ice cream vending business.,13.0,Specialty Food,Tim Gavern,"Monrovia, CA",,"$48,000.00",25.00%,"$192,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Captain Ice Cream,1-13,False,114.0,an ice cream vending business . an ice cream vending business,No Deal Made,
57,False,A coffeehouse that is also a legal resource center.,13.0,Professional Services,Jeff and Annie Hughes,"Santa Monica, CA",http://www.legalgrind.com/,"$200,000.00",15.00%,"$1,333,333.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Legal Grind,1-13,True,114.0,a coffee shop that provides legal services . a coffee shop that provides legal services,No Deal Made,
58,True,"Is that decaf? Are you sure? If you've ever felt paranoid about whether you're really getting decaf, and making sure that you're not unwittingly setting yourself up for a sleepless night, Caffeindicator could be for you. Caffeindicator is a litmus-like indicator to test whether coffee is regular or decaf. But this isn't a stand-alone product, at least not the way it was pitched. The idea is to get these indicators printed on the sugar or artificial sweetener packets that you see at the coffee shop, restaurant, or diner. It would have been a good idea for distribution, since it takes advantage of how these packets are already ubiquitous. Unfortunately for the caffeine-averse though, this product still hasn't hit the market, even years after its Shark Tank debut. What was demonstrated on the show was a mock prototype, and the entrepreneur hadn't even yet begun to approach the sweetener packet manufacturers or estimating the cost of such an add-on feature.",13.0,Novelties,Michael Schiavone,"Mt. Joy, PA",,"$200,000.00",25.00%,"$800,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Caffeindicator,1-13,False,114.0,a decaf coffee testing system incorporated onto sweetener packets . a decaf coffee testing system incorporated onto sweetener packets,Deal Made,Others
59,True,"Move over, Legos! Qubits is a new construction toy for kids. Recommended for ages 4 to 16, even adults could have fun with these new shapes. Created by an independent inventor, Qubits encourage exploration in engineering, architecture, geometry and design. Unlike Lincoln Logs or Tinker Toys, or even Legos in recent years, there's no pre-determined plan to follow with Qubits, only your imagination. Parents will also appreciate that Qubits are dishwasher-safe! Qubits are 100% made in the USA.",14.0,Toys and Games,Mark Burginger,"Orlando, FL",http://www.qubitstoy.com/,"$90,000.00",51.00%,"$176,471.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Qubits,1-14,False,110.0,a bendable construction toy . bendable construction toy,Deal Made,DJ
60,True,"A reinvented umbrella that is hands-free, impossible to invert, and protects the user from wind chill.",14.0,Novelties,Alan Kaufman,"Boston, MA",http://nubrella.com/,"$200,000.00",25.00%,"$800,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Nubrella,1-14,False,110.0,a wearable umbrella . new wearable design for an umbrella,Deal Made,DJ
61,False,"A liquid, organic fertilizer made from ""llama doo"".",14.0,Gardening,Aida and Phil Lough,"La Habra, CA",http://www.llamabrew.com/,"$125,000.00",10.00%,"$1,250,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Llama Brew,1-14,True,110.0,liquid llama fertilizer . liquid llama fertilizer,No Deal Made,
