Season_Epi_code,Pitched_Business_Identifier,Amount_Asked_For,Exchange_For_Stake,Valuation,Pitched_Business_Desc,Deal_Status,Kevin O'Leary,Lori Greiner,Mark Cuban,Robert Herjavec,Daymond John,Barbara Corcoran,Others,Deal_Shark 1,Deal_Shark 2,Deal_Shark 3,Deal_Shark 4,Deal_Shark 5
513,Bounce Boot Camp,30000,0.2,150000,a company that uses inflatable bounce houses as fitness equipment for children . a company that uses inflatable bounce houses as fitness equipment for children,0,0,0,0,0,0,0,0,,,,,
513,EyeBloc,50000,0.1,500000,a plastic cover for laptop weBarbara Corcoranams . a plastic cover for laptop weBarbara Corcoranams,0,0,0,0,0,0,0,0,,,,,
513,GrooveBook,150000,0.2,750000,a service that creates photobooks from your smartphone photos . a service that creates photobooks from your smartphone photos,1,1,0,1,0,0,0,0,Kevin O'Leary,Mark Cuban,,,
513,The Wall DoctoRX,150000,0.1,1500000,an easy way to patch holes in walls . an easy way to patch holes in walls,1,0,0,0,1,0,0,0,Robert Herjavec,,,,
514,Alaska Glacial Mud Co.,100000,0.2,500000,a facial mask made from Alaskan glacial mud . a facial mask made from Alaskan glacial mud,0,0,0,0,0,0,0,0,,,,,
514,Balloon Distractions,250000,0.3,833333,a business that provides balloon artists to restaurants to entertain customers while they wait for their food . a business that provides balloon artists to restaurants to entertain customers while they wait for their food,0,0,0,0,0,0,0,0,,,,,
514,InvisiPlug,125000,0.1,1250000,powerstrips designed to blend in with hardwood floors . powerstrips designed to blend in with hardwood floors,1,0,1,0,0,0,0,0,Lori Greiner,,,,
514,LockerBones,175000,0.1,1750000,customizable shelving for school lockers . customizable shelving for student lockers,1,0,1,0,1,0,0,0,Lori Greiner,Robert Herjavec,,,
515,FitDeck,300000,0.2,1500000,custom playing cards for exercising . custom playing cards for exercise,0,0,0,0,0,0,0,0,,,,,
515,Freshly Picked,150000,0.1,1500000,moccasins for babies . moccasins for babies,1,0,0,0,0,1,0,0,Daymond John,,,,
515,LifeCaps,200000,0.3,666667,emergency nourishment pills . emergency nourishment pill,0,0,0,0,0,0,0,0,,,,,
515,SwimZip,60000,0.05,1200000,children's swimwear with UV sun protection . childrens swimwear with UV sun protection,1,0,1,0,0,0,0,0,Lori Greiner,,,,
516,Cow Wow Cereal Milk,250000,0.1,2500000,flavored milk that tastes like what's left at the bottom of a bowl of cereal . flavored milk that tastes like whats left at the bottom of the cereal bowl,0,0,0,0,0,0,0,0,,,,,
516,Cycloramic,90000,0.05,1800000,an app that takes 360-degree pictures by making the phone spin itself around . app that takes 360-degree pictures by making an iPhone spin itself around,1,0,1,1,0,0,0,0,Lori Greiner,Mark Cuban,,,
516,Nexersys,2000000,0.1,20000000,a fitness and gaming platform . fitness and gaming platform,0,0,0,0,0,0,0,0,,,,,
516,The Cookie Dough Cafe,50000,0.2,250000,cookie dough in a jar that is designed to be eaten raw . cookie dough in a jar that is designed to be eaten raw,1,0,1,0,0,0,0,0,Lori Greiner,,,,
517,DDP Yoga,200000,0.05,4000000,a fitness program based on yoga developed by former pro wrestler Diamond Dallas Page . a fitness program based on yoga developed by former pro wrestler Diamond Dallas Page,0,0,0,0,0,0,0,0,,,,,
517,Moberi,50000,0.15,333333,a bicycle-powered juice and smoothie cart . a bicycle-powered juice and smoothie cart,0,0,0,0,0,0,0,0,,,,,
517,Southern Culture Artisan Foods,100000,0.25,400000,specialty pancake and waffle mixes . specialty pancake and waffle mixes,1,0,0,0,0,0,1,0,Barbara Corcoran,,,,
517,Spy Escape and Evasion,100000,0.15,666667,a spy school via seminar classes that teach defense tactics . a spy school via seminar classes that teach defense tactics,1,0,0,0,0,1,0,0,Daymond John,,,,
518,Bambooee,200000,0.1,2000000,bamboo paper towels that are washable and reusable . bamboo paper towels that are washable and reusable,1,0,1,0,0,0,0,0,Lori Greiner,,,,
518,Buzzy4Shots,500000,0.05,10000000,a device that uses vibration to numb skin in preparation for medical shots . a device that uses vibration to numb skin in preparation for medical shots so they dont hurt,0,0,0,0,0,0,0,0,,,,,
518,Cheek'd,100000,0.1,1000000,a unique dating service ,0,0,0,0,0,0,0,0,,,,,
518,Zip It Bedding,75000,0.2,375000,a fitted sheet and sleeping bag combo for making beds quickly and easily . a fitted sheet and sleeping bag combo for making beds quickly and easily,0,0,0,0,0,0,0,0,,,,,
519,RevoLights,75000,0.25,300000,"an innovative lighting system for bicycles . Mens Journal calls it œThe best bike lighting system in the world. Revolights doesnt just look cool, it operates cool too. Revolights is revolutionary design for bikes that provides a fully functional headlight, brakelight and true 360 degree visibility. Some other awesome features is that it is water resistant, theft resistant and charges via USB connectivity.",1,0,0,0,1,0,0,0,Robert Herjavec,,,,
519,Squeeky Knees,150000,0.1,1500000,clothing for crawling babies with built-in squeakers in the knees . clothing for crawling babies with built-in squeakers in the knees,0,0,0,0,0,0,0,0,,,,,
519,The Buffer Bit,80000,0.2,400000,a shoe buffing pad that attaches to a power drill . a shoe buffing pad that attaches to a power drill,0,0,0,0,0,0,0,0,,,,,
519,U-Lace,200000,0.25,800000,interchangeable mix and match shoelaces for easily changing the look and style of sneakers . interchangable mix and match shoelaces for easily changing the look and style of sneakers,1,0,0,1,0,0,0,0,Mark Cuban,,,,
520,Boo Boo Goo,100000,0.18,571429,"a colored, waterproof liquid bandage . a colored, waterproof liquid bandage",1,1,0,0,0,0,0,0,Kevin O'Leary,,,,
520,Define Bottle,100000,0.2,500000,a water bottle specially designed for infusing fresh fruit flavor . a water bottle specially designed for infusing fresh fruit flavor,0,0,0,0,0,0,0,0,,,,,
520,Henry's Humdingers,150000,0.25,600000,spicy flavored honeys . spicy flavored honeys,1,0,0,1,1,0,0,0,Mark Cuban,Robert Herjavec,,,
520,iReTron,100000,0.2,500000,an electronics recycling service . electronics recycling service,1,0,0,1,0,0,1,0,Barbara Corcoran,Mark Cuban,,,
521,Chapul,50000,0.05,1000000,energy bars made with cricket proteins . energy bar made of cricket proteins,1,0,0,1,0,0,0,0,Mark Cuban,,,,
521,Garage Door Lock,275000,0.3,916667,a locking system for garage doors . garage door locking system,1,0,0,0,0,1,0,0,Daymond John,,,,
521,MorningHead,25000,0.2,125000,a cap for curing bed head hair . a cap for curing bed head hair,0,0,0,0,0,0,0,0,,,,,
521,Packback Books,200000,0.1,2000000,a digital textbook rental service . a digital textbook rental service,1,0,0,0,0,0,0,1,Others,,,,
522,Kodiak Cakes,500000,0.1,5000000,a whole grain flapjack and waffle mix . a whole grain flapjack and waffle mix,0,0,0,0,0,0,0,0,,,,,
522,Monkey Mat,100000,0.3,333333,a portable fabric floor covering . a portable fabric floor covering,1,0,1,1,0,0,0,0,Lori Greiner,Mark Cuban,,,
522,Plated,500000,0.04,12500000,a service that delivers pre-measured ingredients for various recipes to your door . a service that delivers pre-measured ingredients for various recipes to your door,1,0,0,1,0,0,0,0,Mark Cuban,,,,
522,The Paint Brush Cover,50000,0.1,500000,a device that prevents paintbrushes from drying out . a device that prevents paintbrushes from drying out,1,0,1,0,0,0,0,0,Lori Greiner,,,,
523,Happy Feet,375000,0.15,2500000,"fanciful slippers . If you are a slippers in the home kind of person, Happy Feet are right up your alley. With superior quality and uniquely plump by design, Happy Feet slippers are ULTRA comfortable fuzzy slippers for both him and her. They are available in the Original Happy Feet design, Animal Characters, Holiday Themed Animals and your favorite sports teams. Aside from looking damn comfortable, these fat slippers keep your feet warn.",1,0,0,0,1,0,0,0,Robert Herjavec,,,,
523,Hold Your Haunches,75000,0.2,375000,leggings with a built-in shaper . leggings with a built-in shaper,1,0,1,0,0,0,1,0,Barbara Corcoran,Lori Greiner,,,
523,Lord Nut Levington,500000,0.3,1666667,gourmet peanuts . gourmet peanuts,0,0,0,0,0,0,0,0,,,,,
523,Velocity Signs,225000,0.15,1500000,robotic sign waving machines . robotic sign waving machines,1,1,0,1,1,0,0,0,Kevin O'Leary,Mark Cuban,Robert Herjavec,,
524,Fun Time Express,125000,0.2,625000,a trackless train ride for malls . a trackless train ride for malls,1,1,1,0,0,0,0,0,Kevin O'Leary,Lori Greiner,,,
524,PowerPot,250000,0.1,2500000,a cooking pot that generates electricity as you heat up water . a cooking pot that generates electricity as you heat up water,1,0,0,1,0,0,0,0,Mark Cuban,,,,
524,Quickstop Fire Sprinkler Tools,150000,0.1,1500000,a simple tool to immediately stop water from a fire sprinkler . a simple tool to immediately stop water from a fire sprinkler,0,0,0,0,0,0,0,0,,,,,
524,Taylor Robinson Music,100000,0.1,1000000,an online platform for finding music instructors . an online platform for finding music instructors,0,0,0,0,0,0,0,0,,,,,
525,Fort Magic,75000,0.15,500000,a building and construction toy . a building and construction toy,0,0,0,0,0,0,0,0,,,,,
525,iLumi,350000,0.15,2333333,"a versatile home lighting system controlled from a smartphone . Toted as the worlds smartest lights, iLumi is pre-programmed LED lighting that can be screwed into any existing fixture and wirelessly controlled by phone app. iLumi allows you to really set the mood and customize the lighting for every setting type. Great features are its simulated sunrise and ability to sync to the beat of any music.",1,0,0,0,0,0,0,1,Others,,,,
525,Intelli-Stopper Technology,250000,0.1,2500000,a wine bottle stopper with an indicator that shows if there is air inside . a bottle stopper with an indicator that shows if there is air inside,0,0,0,0,0,0,0,0,,,,,
525,ZooBean,250000,0.15,1666667,a subscription service for children's books . subscription service for childrens books,1,0,0,1,0,0,0,0,Mark Cuban,,,,
526,Cerebral Success,75000,0.2,375000,"a brain supplement designed to enhance focus, memory, and mental energy . a brain supplement designed to enhance focus, memory, and mental energy",1,0,0,0,0,0,1,0,Barbara Corcoran,,,,
526,Crio,1000000,0.1,10000000,a brewed drink made from cocoa beans . brewed drink made from cocoa beans,0,0,0,0,0,0,0,0,,,,,
526,Mo's Bows,50000,0.2,250000,handmade bowties . handmade bowties,0,0,0,0,0,0,0,0,,,,,
526,Rugged Maniac,1000000,0.1,10000000,an obstacle race event . an obstacle race event,1,0,0,1,0,0,0,0,Mark Cuban,,,,
527,Angellift,500000,0.1,5000000,facial lifting strips . facial lifting strips,1,0,1,0,0,0,0,0,Lori Greiner,,,,
527,HangEase,80000,0.3,266667,a folding plastic clothes hanger . a folding plastic clothes hanger,1,0,0,0,0,0,0,1,Others,,,,
527,Susty Party,250000,0.1,2500000,eco-friendly party supplies . eco-friendly party supplies,0,0,0,0,0,0,0,0,,,,,
527,The Bouqs Company,258000,0.03,8600000,simplified floral bouquets . simplified floral bouquets,0,0,0,0,0,0,0,0,,,,,
528,Bon Affair,150000,0.35,428571,a premium wine spritzer . a premium wine spritzer,1,0,0,1,0,0,0,0,Mark Cuban,,,,
528,Cinnaholic,200000,0.2,1000000,custom gourmet cinnamon rolls . custom gourmet cinnamon rolls,1,0,0,0,0,0,0,1,Others,,,,
528,Hargitt Marine Services,250000,0.25,1000000,a treasure hunter who wants funding to salvage cargo from a sunken ship . a treasure hunter who wants funding to salvage cargo from a sunken ship,0,0,0,0,0,0,0,0,,,,,
528,Oru Kayak,500000,0.12,4166667,"a kayak that can be folded into a compact suitcase . This is not just any ordinary Kayak. Its a foldable, portable Kayak that performs with the best of em. All you need is 5 minutes to take it from backpack to a boat. Aside from its convenience, its highly durable as well. The Oru is offered in two models. The Bay and the premium Bay+.",1,0,0,0,1,0,0,0,Robert Herjavec,,,,
529,Baker's Edge,400000,0.2,2000000,innovative baking pans and accessories ,0,0,0,0,0,0,0,0,,,,,
529,BZbox,50000,0.2,250000,collapsible storage boxes . collapsible storage box design,1,0,1,0,0,0,0,0,Lori Greiner,,,,
529,Foot Fairy,75000,0.15,500000,an iPad app which measures your child's foot size . an iPad app which measures your childs foot size,1,0,0,1,0,0,0,0,Mark Cuban,,,,
529,Tie-Not,125000,0.1,1250000,a water balloon filling and tying device . water balloon filler and tying device,0,0,0,0,0,0,0,0,,,,,
601,Amber,200000,0.2,1000000,a cellphone charging station . a cellphone charging station,0,0,0,0,0,0,0,0,,,,,
601,Bombas,200000,0.05,4000000,"quality athletic socks . Bombas are really REALLY comfortable and quite possibly the only socks youll ever want to wear for the rest of your life. Bombas are offered in ankle and calf form and they come in different sizes. There is an assortment of colors and they are available for Men, Women and Kids.",1,0,0,0,0,1,0,0,Daymond John,,,,
601,Hammer & Nails,200000,0.2,1000000,a masculine nail salon . a masculine nail salon,0,0,0,0,0,0,0,0,,,,,
601,Sleeping Baby,200000,0.1,2000000,"sleepwear for newborns that imitates the protection of the womb so they don't wake as easily . Any parent who has been through the rounds of raising a newborn knows how important swaddling a baby is. Swaddling is the art of snugly wrapping a baby in a blanket for warmth and security, imitating their environment in the womb. Sleeping Baby is fantastic because its swaddle-like, easy and wearable ready to go sleepwear.",1,0,0,0,0,1,0,0,Daymond John,,,,
602,Kronos Golf,150000,0.15,1000000,"premium golf putters . For all you golfers who happen to be Kill Bill fans, Kronos is like the Hattori Hanzo of golf putters. For anyone else who doesnt get the reference, Kronos are beautifully designed, hand polished, premium built,  golf putters. They are assembled by the worlds finest craftsmen using only the best techniques with the highest quality materials. Not all putters are created equally.",1,0,0,0,1,0,0,0,Robert Herjavec,,,,
602,Roominate,500000,0.05,10000000,"a construction set toy . Roominate is a brain stimulating, award winning toy perfect for aspiring young kids who love to learn and have fun. It is affiliated with STEM, touching on critical thinking within the Science, Tech, Engineering and Math fields. Roominate is toted as an open-ended version of LEGOs.",1,0,1,1,0,0,0,0,Lori Greiner,Mark Cuban,,,
602,The Floating Mug Co.,75000,0.15,500000,"mugs and glasses with built-in coasters . Grand in idea yet simple and functional in design, The Floating Mug is a smart mug that lets moisture roll down the side instead of building up liquid and spilling on you at the base. This is an absolute winner of a gift, especially for folks who have grown accustom to coffee spillage while on the go or at the office desk.",0,0,0,0,0,0,0,0,,,,,
602,Wedding Wagon,125000,0.2,625000,a van used as a mobile wedding chapel . a van used as a mobile wedding chapel,0,0,0,0,0,0,0,0,,,,,
603,DrumPants,150000,0.05,3000000,"touch sensors you wear on your body that play music . With touch sensors you wear on your body, DrumPants is wearable technology that triggers over 100 built-in sounds including percussion, synthesizers, pianos and more. Jam anywhere with your headphones or external speakers and record your beats via apps like Loopy. Use DrumPants to play music in new ways and change the way you interact while out in the world today!",0,0,0,0,0,0,0,0,,,,,
603,Heart Pup,25000,0.1,250000,"a wearable sling for carrying a dog . Heart Pup is a fashionable, convenient and wearable scarf sling made from Italian cashmere wool. The dog sling comes with ergonomic wide knit fabric straps on both shoulders and holds your pet handsfree up to 26 pounds. With a Heart Pup dog carrier, take your best animal friend out and about with you where ever you go.",1,0,0,0,0,1,0,0,Daymond John,,,,
603,Ninja Cards,60000,0.3,200000,a game similar to darts that uses special throwing cards . Like darts? Like Ninjas? Well then do we have the perfect recreational activity for you. Ninja Cards is an addictive target card throwing game that is fun for all ages. The game comes with one 24—24 board and one pack of 15 throwing cards.,0,0,0,0,0,0,0,0,,,,,
603,SoapSox,260000,0.1,2600000,"plush toys that work as bath sponges . SoapSox washcloths are plush toys and the next generation of bath time washcloths for kids. Invented by two dads and approved by moms everywhere, your kids will have fun in the bath with these soft, vibrant and colorful animal characters and get clean at the same time. Great for the nervous little bathers.",0,0,0,0,0,0,0,0,,,,,
604,BeatBox Beverages,200000,0.1,2000000,"an innovative brand of box wine . Beatbox is an innovative, vibrant wine based cocktail compacted into a nifty old school boom box looking thing. Made with orange wine, each BeatBox contains over 7 bottles worth of mixed drink. It comes in Blue Razzberry Lemonade, Crandberry Limeade, Box ARita and Texas Sweet Tea flavors. Lets get this party started.",1,0,0,1,0,0,0,0,Mark Cuban,,,,
604,EmergenSee,250000,0.1,2500000,a personal security system smartphone app . a personal security system smartphone app,0,0,0,0,0,0,0,0,,,,,
604,Honeyfund,400000,0.1,4000000,a crowdfunding service that allows wedding guests to donate money toward the honeymoon trip rather than purchase traditional gifts . a crowdfunding service that allows wedding guests to donate money toward the honeymoon trip rather than purchase traditional gifts,1,1,0,0,0,0,0,0,Kevin O'Leary,,,,
604,Oilerie USA,500000,0.35,1428571,a chain of specialty olive oil stores . a chain of specialty olive oil stores,0,0,0,0,0,0,0,0,,,,,
605,Jungle JumpaRoo,100000,0.2,500000,"a play structure for kids . Jungle Jumparoo is that backyard play structure that all the kids in the neighborhood gravitate to. Perfect for all ages to climb, swing, bounce and jump all at the same time, the Jungle Jumparoo has a safe sturdy base and encourages fun exercise for children. 10 minutes jumping on this thing is the equivalent to 33 minutes running.",0,0,0,0,0,0,0,0,,,,,
605,SunStaches,300000,0.05,6000000,"novelty sunglasses with attached facial accessories . Got a party to attend, but want to hide your everyday identity “ Sun Staches has what you need “ sunglasses with mustaches “ novelty sunglasses with attached facial accessories.",1,0,0,0,0,1,0,0,Daymond John,,,,
605,The Caddy Girls,100000,0.2,500000,a company that provides all-female golf caddys . a company that provides all-female golf caddys,0,0,0,0,0,0,0,0,,,,,
605,The Red Dress Boutique,600000,0.05,12000000,"an online mail-order service for afforable, fashionable outfits . an online mail-order service for afforable, fashionable outfits",1,0,0,1,1,0,0,0,Mark Cuban,Robert Herjavec,,,
606,FunCakes Rental,285000,0.25,1140000,fake wedding cakes . fake wedding cakes,0,0,0,0,0,0,0,0,,,,,
606,Paper Box Pilots,35000,0.25,140000,"decorative stickers to make cardboard boxes look like vehicles . It really it true that all kids can have fun with a cardboard box. The possibilities are endless. Paper Box Pilots expands on this idea with their cardboard kits (includes box, stickers, guide and plans) that build out to look like a real airplane, firetruck and race car. Your kids will love it.",1,1,0,0,0,0,0,0,Kevin O'Leary,,,,
606,Reviver,150000,0.05,3000000,"freshening wipes for masking odors on clothing . Reviver offers freshening wipes for masking odors on clothing from the likes of smoking, that morning workout, and lunch at the Fish House. These wipes are for your clothes what gum is for your breath. Reviver also has wipes available for household pets that dont take too kindly to bath time.",1,0,1,0,0,0,0,0,Lori Greiner,,,,
606,Table Jacks,100000,0.25,400000,a way to fix wobbly tables . a way to fix wobbly tables,0,0,0,0,0,0,0,0,,,,,
607,Bottle Bright,75000,0.15,500000,an effervescent tablet for cleaning water bottles and other drinking containers ,1,0,1,0,0,0,0,0,Lori Greiner,,,,
607,Evrewares,100000,0.3,333333,"reusable fabric sticker accessories such as humorous ties . Conceived from a mix passion for art and innovation (and admittedly some red wine),  are the Worlds First Sticky Accessory to the Plain White Tee. Far from a traditional stricker, evREwares are durable, reusable, interchangeable and do not leave any left-over sticker residue when removed. They are easy to take off and put right back on for creative repositioning. evReware ties come in a variety of stickers perfect for babys, kids and adults alike!",1,0,0,1,0,0,0,0,Mark Cuban,,,,
607,Scratch & Grain Baking Co.,150000,0.2,750000,"kits with premeasured natural ingredients for making homemade cookies . Started by an unfortunate baking experience involving a mom, her kids and cookies that tasted like cardboard, Scratch & Grain Baking Company offers baking kits for amazingly delicious treats.  contain all-natural and GMO-Free ingredients. Most of these ingredients are certified organic and kids wont even taste the difference because they are that good. Some of the Scratch and Grain baking kit flavors include Chocolate Chip, Classic Sugar, Oatmeal Raisin, Snicker Doodle, Chocolate Truffle and Chewy Peanut Butter!",1,0,0,0,0,0,1,0,Barbara Corcoran,,,,
607,Vestpakz,50000,0.1,500000,"a combination backpack and vest for schoolchildren . Vestpakz, an innovative and quality back pack was originally invented by an inspired Sixth Grader, Christen Wooley about 15 years ago. Vestpakz saves space and protects your back even more importantly. They are perfect for school or plain recreational fun. The Vestpak is licensed by  back pack and comes equipped with two front zippered pockets and side slip pockets. It is lightweight and the fabric is water fabric. A really cool product created by an American young mind!",0,0,0,0,0,0,0,0,,,,,
608,Bottle Breacher,150000,0.1,1500000,"beer bottle openers made from 50 caliber bullets . Do you or someone you know have issues opening bottles with style? Bottle Breachers can help fix that with their handcrafted 50 caliber bottle openers. Not only do they look cool on their own, but they can look even better with some personalized engraving.",1,1,0,1,0,0,0,0,Kevin O'Leary,Mark Cuban,,,
608,Man-Pack,200000,0.29,689655,"a multipurpose messenger bag for men . Men, do you wish you had a manly bag that you could use to hold all of your daily essentials? Man-Pack is your answer. Its a multipurpose messenger bag for men.  Man-Packs are available in either canvas or leather. They are designed to hold a laptop or tablet, a water bottle, flashlights, pens, and other various items.",0,0,0,0,0,0,0,0,,,,,
608,Priority One Canine,75000,0.15,500000,professionally trained canine bodyguards . Ever wished you could have a bodyguard to protect you and your loved ones? Priorty One Canine offers professionally trained canine bodyguards. The dogs are not simply guard dogs but are well-trained family pets.  ,0,0,0,0,0,0,0,0,,,,,
608,The Natural Grip,100000,0.2,500000,a hand grip designed to help the user better handle fitness equipment . Natural Grips were designed to protect your palms from rips when lifting weights and crossfit training. The grips are made from a 100% zinc oxide cotton tape and are available in a variety of sizes and colors. a hand grip designed to help the user better handle fitness equipment,1,0,0,0,1,0,0,0,Robert Herjavec,,,,
609,Beardbrand,400000,0.15,2666667,"a kit of facial hair maintenance products . While Lori Greiner does not get the beard thing, that doesnt negate the fact Beardbrand created some solid grooming products for the lifestyle. Established in 2012, Beardbrand produces beard oils that are made from high quality all natural ingredients that soften, give shine and smell great.",0,0,0,0,0,0,0,0,,,,,
609,Myself Belts,60000,0.1,600000,a velcro belt specially designed for young children . a velcro belt specially designed for young children,1,0,0,0,0,1,0,0,Daymond John,,,,
609,SingTrix,1500000,0.05,30000000,a karaoke system with pitch correction and various vocal effects . The guys that created Guitar Hero whipped up another gem with SingTrix. SingTrix is a decked out karaoke system with pitch correction technology and includes various vocal effects to make you sound like a legitimate rock star. You no longer have to down the hard stuff just to gather the courage to sing a few tunes.,0,0,0,0,0,0,0,0,,,,,
609,Titin,500000,0.05,10000000,"a weighted workout shirt designed to increase exercise performance . Titin is a comfortable, weighted workout shirt perfect for the fitness buff. It is naturally fitted and geared to focus on the surrounding upper body major muscle groups. Titin is mentioned to noticeably increase your endurance, running speed and overall athleticism.",1,0,0,0,0,1,0,0,Daymond John,,,,
610,Heidi Ho,125000,0.2,625000,"a dairy-free line of plant-based cheese spreads . If you are on a dairy-free diet and miss being able to eat cheese, Heidi Ho offers a dairy-free line of plant-based cheese spreads.  Heidi Ho products are dairy and gluten free, & many of them are also soy free. The cheese is made from organic nuts, seeds, vegetables, and herbs and spices.",1,0,1,0,0,0,0,0,Lori Greiner,,,,
610,Pipsnacks,200000,0.1,2000000,"a line of organic mini-popcorn snacks . Love the branding and packaging with this product. All natural, gluten free and selected as Oprahs œfavorite thing in 2012, Pipcorn is a delicious alternative to popcorn. The snack is non-GMO, vegan friendly and whole grain. Best of all? It does not get stuck in your teeth! Pipcorn is available in Truffle, Sea Salt, Kettle and Rosemary flavors.",1,0,0,0,0,0,1,0,Barbara Corcoran,,,,
610,Squatty Potty,350000,0.05,7000000,"a footstool that puts the user of a western toilet in a squatting position for more natural, healthier bowel movements . Apparently, weve been going to the bathroom all wrong! As ridiculous as it sounds, bad toilet posture negatively affects your health (consitipation, hemorroids, bloating, IBS, etc.). Use the toilet right with Squatty Potty for fast and easy elimination. Ecco and Tao Bamboo are available in both 7³ and 9³ sizes.",1,0,1,0,0,0,0,0,Lori Greiner,,,,
610,Storm Stoppers,100000,0.1,1000000,protective window coverings for use during hurricanes as an alternative to plywood . Storm Stoppers are protective window coverings for use during strong storms or hurricanes as an alternative to plywood. The product is lightweight and you do not need screws or bolts to install them.  ,0,0,0,0,0,0,0,0,,,,,
611,Bantam Bagels,275000,0.11,2500000,"mini bagel balls filled with varieties of cream cheese . Bagel lovers UNITE! Bantam Bagels are compact ball shaped bagels pre-filled with artisan cream cheese. With 15 flavors ranging from your traditional œEverything to œCookies and Milk, these mini New York bagels are crispy, chewy and convenient. Perfect morning snack for when you are on the go and do not want to deal with the messy process of applying the cream cheese yourself. You are all in for a treat.",1,0,1,0,0,0,0,0,Lori Greiner,,,,
611,Coffee Meets Bagel,500000,0.05,10000000,"an online dating service that uses social media aspects to match singles . While it is easy to say œyet another dating app, contrast to the hookup friendly  and  offers another take at the realm of online dating. The concept of  is simply getting setup with a profile and networking through your social circle of friends to find a potential love interest. It takes out the arguably strange and shameful stigma that comes with the territory of online dating, and instead brings in a bit of that human element. It can virtually be compared to meeting a friend of a friend at a dinner party.",0,0,0,0,0,0,0,0,,,,,
611,Doorman,25000,0.1,250000,"a service that re-delivers packages ordered online during hours convenient to the customer . Never miss a package delivery ever again!  allows you to schedule deliveries as late as midnight, 7 days a week! Perfect it you work late or do not want to be strapped to the inconvenient traditional delivery times. Try your first package for free with the ",1,0,0,0,1,0,0,0,Robert Herjavec,,,,
611,SkinnyShirt,100000,0.2,500000,"a cross between a button-down shirt and a camisole specially designed to reduce bulk .  SkinnyShirt gives you a collared shirt without the clunky bunchiness a normal collared shirt gives you. Skinny Shirt is perfectly knit cami combined with a favorite button down. 90% nylon and 10% spandex, the SkinnyShirt body is a stretchy knit that smoothes and better shapes around your figure. It can be paired with just about anything in your closet such as v-necks, crew necks, cardigans, shift dresses, blazers and more.",0,0,0,0,0,0,0,0,,,,,
612,Earth Log,160000,0.2,800000,"an environmentally friendly recycled firelog . an organic, cleaner-burning firelog with better odors",1,0,1,0,0,0,0,0,Lori Greiner,,,,
612,Kitchen Safe,100000,0.05,2000000,"a container with a timer-lock closure to keep tempting food or items out of reach . Say hello to Kitchen Safe, the time locking container. Toted as a tool to build good habits and self discipline, the Kitchen Safe is intended to do more than just lock away the cookies from little Johnny until after dinner. Get creative with the TV remote and Xbox controller too. Man am I glad this wasnt invented during the 90s.",1,0,1,0,0,0,0,0,Lori Greiner,,,,
612,MagicCook,100000,0.33,303030,"a portable cooking device that uses an instant heat pack to cook foods or liquids, not requiring power or fire . The Magiccook is a container that uses an instant heat pack to cook foods or liquids conveniently. Its perfect for camping, fishing, hunting, boating, truck drivers, construction workers, field workers, hiking, at the office desk, anytime on the go, emergency situations and more.",1,0,0,0,0,1,0,0,Daymond John,,,,
612,Off the Cob,100000,0.15,666667,tortilla chips made with sweet corn instead of grain corn . corn tortilla chips manufactured from sweet corn as opposed to grain corn,0,0,0,0,0,0,0,0,,,,,
613,Biaggi,500000,0.3,1666667,"a line of collapsible, folding luggage designed to save space when not in use . Everyone with traditional luggage wishes that when they are not traveling their luggage would just disappear. Its bulky, awkward and takes up way too much space. Enter . A line of collapsable, convenient, folding wheel luggage that you can easily store anywhere in the house when youre not using it.",1,0,1,0,0,0,0,0,Lori Greiner,,,,
613,Gameday Couture,500000,0.2,2500000,"fashionable sports team wear for women . Lady alumni, love sports but hate the clothing? Well, the answer to your ugly jersey wearing woes has arrived. Gameday Couture has created a fashion line of collegiate gameday apparel designed specifically for women. With over 35 university licenses available, finally you can proudly represent your team in style!",1,0,0,1,0,0,0,0,Mark Cuban,,,,
613,Soaps Washes and Grooming Essentials,125000,0.2,625000,"an exfoliating and moisturizing soap bar specially formulated for men . From an award winning esthetician come Soap Washes and Grooming Essentials. SWAG for short, are soap products for men that exfoliate and moisturize sensitive skin to reduce razor burn and hair bumps. Its natural, handcrafted, contains high quality ingredients and Barber and Physician approved.",0,0,0,0,0,0,0,0,,,,,
613,Zipz,2500000,0.1,25000000,"a proprietary container and brand for a single serving of wine, similar to Copa di Vino but in a resealable glass . Zipz Wine is the industrys answer to portable single serving wine that aluminum cans were for the soda industry. Its container is extremely durable with a high quality plastic vessel that looks identical to glassware. Zipz also has a patented CleanWrap technology that preserves the freshness and shelf life of this revolutionary wine product.",1,1,0,0,0,0,0,0,Kevin O'Leary,,,,
614,Eve Drop,75000,0.2,375000,a sliding clip that raises Christmas lights behind the eaves on a roof when out of season so they don't need taken down and rehung each year . NEVER hang your Christmas lights again. That is undoubtedly appealing to those who put up and take down their Christmas lights every year. With Eve Drop Christmas Light Hangers you install the savvy light hangers once and then never again. After the holiday season you simply slide your lights up in seconds and hide them away under your eaves. Permanent Christmas lights. Life hack accomplished.,0,0,0,0,0,0,0,0,,,,,
